Question	Question_ID	ROBERTA_Prediction	ROBERTA_Model
What is the label of things produced by the band If?	519	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the total number of software whose programming language is C++ and operating system is Microsoft Windows?	533	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the movie written by Monty Python and distributed by Cinema International Corporation?	539	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the species of Liger?	546	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the species of Liger?	546	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which boarder country of Korean Peninsula was the state of Sodagreen?	551	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which boarder country of Korean Peninsula was the state of Sodagreen?	551	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which boarder country of Korean Peninsula was the state of Sodagreen?	551	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the basketball team whose President's college is Brockport Golden Eagles?	571	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the basketball team whose President's college is Brockport Golden Eagles?	571	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many cities are around the sea into which the aegean sea flows?	574	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many cities are around the sea into which the aegean sea flows?	574	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many cities are around the sea into which the aegean sea flows?	574	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many cities are around the sea into which the aegean sea flows?	574	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which railway line goes through the stations which are a part of the North Caucasus railway?	576	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which railway line goes through the stations which are a part of the North Caucasus railway?	576	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the people which ITV(TV network) has employed?	582	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the people which ITV(TV network) has employed?	582	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
