Question ID	Question	ROBERTA_Prediction	ROBERTA_Model
Is Gaza Strip the result of Operation Autumn Clouds?	1232	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the common musical band of Take Me There and Tonight's the Night?	1238	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which political party does the writer of In the Bazaars of Hyderabad belong?	1241	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the other members of the band of which Juelz Santana is a part?	1242	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the 2015 MLS All-Star Game take place?	1243	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the president at the time when the opponent of Benjamin Spock held office?	1249	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some journals of academic Philosophy?	1262	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What currencies have been prevalent in the country whose national anthem is La Marseillaise?	1267	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many sitcoms are there whose theme music is composed by a New Yorker?	1271	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which venue of Indy PopCon is also the death palce of Louis LeCocq?	1275	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What state was Cyrus Mann born in, and has the famous Downriver?	1276	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which are the previous broadcast networks of sister channels of WGBC?	1284	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
On which subjects does the author of the novel Thud! delve?	1285	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Lancy a city close to Geneva?	1286	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which awards have been given to the horse who sired Triplicate?	1287	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Wahoo! the previous work of Honeybuns?	1292	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the awards given to the race horses bred by Willis Sharpe Kilmer.	1293	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many other home stadium are there of the soccer club whose home stadium is Luzhniki Stadium?	1314	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is the assembly of Caterpillar 797?	1317	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which things are Breann McGregor known for?	1319	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the movies writtten by the group Monty Python?	1325	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose opponents are Ike Clanton and Billy Clanton?	1335	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which moto of american Classical League is also the academic discipline of Probus?	1336	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Give me a count of everything owned by the network whose sister name is The CW?	1340	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Yabanc Damat first aired in UAE?	1347	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the organisation with motive for peace and environmentalism?	1349	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the field of the Jon Speelman and occupation of the Karen Grigorian?	1351	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many sitcoms were produced by the company whose predecessor was the Desilu Productions?	1359	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which engine's successor's predecessor is BMW M10?	1360	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which person's successor is Samsu-iluna?	1361	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name a person who was educated in Humes High School?	1367	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Cologny a neighbouring city of Geneva?	1369	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the awards won by the writer of Face to Face?	1370	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the Sicklefin lemon shark belong in the animal kingdom?	1372	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What belongs to the families of Buccinidae and Buccinoidea?	1378	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many pole drivers have been there in grand prixes where first driver was Damon Hill?	1383	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Charles Willing Byrd was the governor under which politician?	1395	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the founders of the record labels whose one of the founders is Frank Rogers?	1407	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the television shows whose starting music is composed by Ron Grainer?	1409	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the developer of Montecito Inn?	1411	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many artists' works are in Musee d'Orsay?	1412	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose music composer is signed up with Sony Music Entertainment?	1418	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the birth place of the children of Miguel Garca Granados?	1430	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What sports are played at universities affiliated by States Colleges and Universities athletic association?	1444	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which team has had both Martin prochzka and garry unger as its players ?	1445	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the total number of builder of the military structures whose builder is also United States?	1449	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the company which produces Marionette and has key person as Edwin catmull?	1454	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the home town of Rolando Gomez?	1456	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which series are Lennier and Londo Mollari both from?	1466	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the plays written by Robert Schenkkan take place?	1478	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sports are played typically in private schools?	1481	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name all the venues of the convention which has also been hosted in San Diego Convention ?	1489	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the city nearest to the islands in the Northwestern Hawaiian Islands?	1498	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Employees of Ottawa Citizen have come from which towns?	1499	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the title of the successor of Kaulahea I?	1513	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the scientist whose academic advisor was Karl Ewald Hasse?	1525	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the owner of Ivanpah Solar Power Facility and the original developer of Dart?	1535	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who manufactures the SHO V8?	1538	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company builds Microsoft Azure and Microsoft Surface?	1547	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who hold stocks in the bank which is located at 731 Lexington Avenue?	1560	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company's cars are assembled in Iran?	1562	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What place is the birthplace of Vijay Chavan where Eka Lagnachi Teesri Goshta is located as well?	1565	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which fields are both Paul Demiville and Sylvain levi experts?	1566	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Ernest Rutherford was the advisor of how many people?	1567	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the nationality of Aishath Saffa?	1570	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the show whose jury consist of Jennifer Lopez and Randy Jackson?	1576	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which office holder owes its allegiance to a state whose capital town is Jamestown, Virginia?	1585	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which religion's people are member of BJP?	1586	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose leaders are Willem-Alexander and Fredis Refunjol?	1597	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which city was founded by George Washington and John Forbes (British Army officer)?	1607	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List everything in which saxophone players have been cast.	1616	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the builder of Atamurat-Kerkichi Bridge?	1618	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did the president study, who's the president of Besiktas JK?	1620	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the largest city of Pulau Ubin?	1631	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the former team of the Athens borned basketball players?	1632	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which key perosn of the Elders is also the president of united World College?	1633	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the television show directed by Simon Fuller and judged by Jennifier Lopez?	1635	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many units follow the US Navy Department's command structure?	1641	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which license provider of MSX basic is also the designer of Language Integrated Query?	1645	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who produced the Pixar Image Computer?	1652	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name some TV shows whose theme is made by a band associated with Buckethead?	1657	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which spouse of Ptolemy XIV had a father named Ptolemy XII auletes?	1677	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all binomial authorities of the insects whose one of the binomial authority is douard Mntries?	1682	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the architect of the stadium currently run by Brandenton?	1692	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Jean Louis Arcand work for Geneva?	1695	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are the baseball players who played for San Francisco Giants?	1700	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Charlemagne canonized by antipope pachal 3?	1714	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the work institutions of the medicians who has also worked at University of Miami?	1721	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the base currency of Benelux?	1728	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the common country of Ganz UV and Balaton wine region?	1737	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Panthera leo fossils and Liger belong to which species?	1743	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the Amazon River start in Arequipa Region?	1750	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What magazine is Marritt Cabal known for and is the publisher of Lucifer's Hammer?	1752	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What cities are near to Nihoa which is also known as Bird Island?	1757	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which football players currently have their contracts with Stoke City F.C.?	1758	1	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where are Thomas Franois Burgers and Johannes Gerhardus Strijdom buried?	1763	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where are renaissance centers located?	1764	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Did Trish Stratus train Christina Crawford?	1770	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the nationality of the golf player who won the 2002 Players Championship ?	1778	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which companies are founded in the city of which Collin County Texas is a part?	1780	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Terminal Station at Chattanooga is made by architects from which University?	1781	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the former partner of Chris Knierim?	1783	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the australian flag bearer of 2008 Summer Olympics?	1788	2	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Mt St. Peter Churt follow the architectural style of art deco?	1798	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Sao Paulo the largest city of Brazil?	1805	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the region served by Toll Global Express and also borders Siberia ?	1812	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where is the tombstone of the congressman who died in the McLean hospital?	1813	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM?	1825	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Whose songs are Tickle Me and Viva Las Vegas?	1832	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Among the scientist known for Manhattan Project who had a doctoral student named Charles Ellis ?	1833	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which club of perianne Lones is also the home town of the Kady O'Malley ?	1835	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the television show whose opening theme's album is Cheers?	1837	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the automobile platform of Chiva bus ?	1843	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the producers who produced movies starring Michael Jackson.	1846	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the city of the 2015 MLS All-Star Game and birthplace of the The Okee Dokee Brothers?	1850	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the school of Bobby Skinstad?	1864	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the saints venerated in Islam having major shrine as Tomb of Joshua ?	1870	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which fictional character's relatives were made by Ted Osborne?	1876	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which movies' music is composed by people associated with the band Yes?	1890	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the death place of the Marina Pankova and Viktor Ulyanich?	1891	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Some movies whose screenplay is done by american born people?	1905	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many universities participate in the NCAA Division I Football Bowl Subdivision?	1915	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many religion's people have died in Malaysia?	1920	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which families does the Koolakamba belong?	1928	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many awards have screenwriters won?	1932	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
To which political party do the children of Sonia Gandhi belong?	1939	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the teams for which Wilfred McDonald played for?	1943	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some orthonychidae birds?	1944	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which educational institution has Kaplan, Inc as it's affiliation?	1964	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the office holder whose constituency is Haight-Ashbury?	1975	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which company produced the car which was a new version of Daewoo's Tico?	1995	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the mascot of Galatasaray Handball Team ?	1999	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which key person of maryland jockey club is the appointer of Joseph Clay ?	2004	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the currency of Republic of Montenegro (1992-2006) ?	2007	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many have been venerated in Islam and Judaism?	2015	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the resting place of the politician who succeeded Samuel Hayes?	2016	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the people who influenced the comedian who acted in Good Hair ?	2019	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
GetTV is owned by which organisation?	2027	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which state of Timothy J. Roemer is also the location city of Dad's Root Beer ?	2032	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the artists that are associated with the Framptons camel album?	2037	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the soccer players whose current team has the ground Stoke-on-Trent.	2039	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which operator of New Sanno Hotel is also the governing body of the Oahu Railway and Land Company ?	2041	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the things for which the relatives of Mrunalini Kunte are known?	2048	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Did Bob Dylan write the lyrics of the times they are a changin'?	2049	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many saints have been venerated in Judaism?	2052	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the military unit whose command structures are United States Department of the Navy and United States Department of Defense?	2056	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where was Live in Detroit, MI recorded and was also palce of birth of the Bodhin Kjolhede?	2062	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which animal is the mascot of the 1502nd Infantry Brigade (Ready Reserve) and Galatasaray Handball Team ?	2063	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which are the comics characters painted by Bruce Timm and created by Paul Dini?	2069	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is a common nickname given to both Lyons Township high school and the wheaton college in massachusetts?	2070	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is stephanie a female?	2072	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the number of religions followed by BJP members.	2075	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What games are played at universities in Lanao Del Sur?	2078	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is married to Susan Weber Soros?	2090	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the profession of William Luther Hill ?	2108	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What religion is Kabir Suman from?	2109	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the genre of the things developed by Interplay Entertainment?	2115	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the official residence of Sarah Kazemy ?	2118	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all crafts of the people whose one of the profession is Kingdom of Naples ?	2119	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What religion do the Wickramabahu Centeral College and Neungin High School both follow?	2125	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does Ronaldinho play in the brazil's under 23 team?	2129	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who are some people whose religion is headquartered in Gold Base?	2138	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which New Mexico company provides One Drive as a service ?	2140	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who operates the bridges designed by Malaysian PWD?	2142	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the national origin of Focke-Wulf Fw 260 ?	2166	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What non fiction subjects are covered in books by Doubleday publishers?	2174	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the honorary title given to the spouse of Lillian Disney ?	2179	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the owner of  Chelsea F.C. ?	2190	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which cities are there stations of SCOLA?	2196	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was His New Job edited by Charlie Chaplin?	2197	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some bands out to texarkana?	2199	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which cover artist of the The Adventures of Tom Sawyer is also the source of inspiration of The Appple Tree ?	2201	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the mountain whose parent peak is located in Mexico.	2204	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which state is Colemanville Covered Bridge located ?	2208	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the broadcast area of Radio Philippines Network ?	2220	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What place did Edwin Adams die at, which gave birth to William A Purtell?	2224	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Trainees at the national film school of Lodz have received what awards?	2227	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which team did Dough Acomb played for which is also the draft team of Dale Mitchell ?	2229	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Count the water bodies that flow into the North Sea?	2237	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which location city of Denver Broncos is the palce of birth of Steven Clark Cunningham ?	2262	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many venues are located in the US?	2263	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Rostock and Oulu is the shore cities on which sea ?	2272	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the baseball teams who belongs to Guggenheim Partners?	2275	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the television shows whose network's stockholder is Warner Bros. Television?	2278	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the headcoach of 2008-09 Marquette Golden Eagles men's basketball team ?	2293	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the office holder with associate as Marcus Calpurnius Bibulus and has a kid named Augustus?	2296	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are the names of the casualties of Eric Harris and Dylan Klebold?	2304	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List TV shows with producer as Erik Bork and company is DreamWorks Television ?	2305	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who produces the tv series which made Scott Haran famous?	2307	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List all the faiths that British Columbian politicians follow?	2308	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the television shows whose network's owning company is Turner Broadcasting System?	2310	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What country provides a citizenship to Newin Chidchob and Seni Pramoj?	2312	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which admin center of pulau Ujong is also the largest city of Pulau Ubin ?	2316	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the current team of John McGuinness (motorcycle racer) ?	2318	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the ideology of the Union of Cambodian Democrats which is also the ideology of Palang Dharma Party ?	2319	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the white river flow into the connecticut river?	2321	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What are some cars similar to luxury cars?	2323	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the total number of other destinations of the airlines whose one of the destinations is Mediterranean Sea?	2324	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Through which counties does the road go which starts at the Port Klang?	2333	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What water bodies have primary inflows as Kemijoki?	2356	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Colin Powell was the commander of which military conflict ?	2359	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which appointer of William Clark is the successor of Levi Lincoln Sr ?	2370	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Does the north carolina highway 280 end in Arden?	2374	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List bacteria whose order (taxonomy) is Bacillales and domain is Bacteria?	2377	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What sports are played in schools in Vashi?	2380	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many sports are played at the university whose president is Emanuel de Guzman?	2383	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Philadelphia City Council is the governing body of which city?	2386	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the Glover's distributor?	2390	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which country had the county seats as History of Trier and Mediolanum?	2392	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many shows belong to the network one of whose sister station is Cartoonite?	2394	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many movies have been cinematographed by Jordan Cronenweth?	2407	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the maker of Eristoff?	2414	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the relative of Tim Nanai-Williams ?	2415	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where were Justina Machado and John Englehard born?	2430	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the television show with presenter as Ryan Seacrest and theme music composer as Julian Gingell?	2432	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the workplace of Christopher S. Stewart ?	2442	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the city of Duwamish River ?	2447	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which sports are played at both the Polytech uni of Bataan and Taguig?	2465	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What layout can be found in cars similar to the Subaru Outback?	2468	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many organizations work for Environmentalism?	2470	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who is the manager of the club whose homeground is the riverside stadium?	2473	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Foxy Brown was associated with which band?	2484	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many non fiction topics does Thud! deals with?	2487	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Is Steve Nash the chairman of Vancouver Whitecaps FC?	2488	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the home town of Rolando Gomez and is also the place of death of Clyde McNeal?	2494	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many teams have someone playing at the defenceman position?	2501	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the service region of Jerusalem Institue of Justice which was also the result region in Gaza Israel conflict?	2502	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the governing body of Fort Monroe ?	2506	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the television show whose developer is J. Michael Straczynski?	2514	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
From what american football teams did Carlos Emmons play?	2519	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What sport amongst the one Lagos Preparatory School practices, did Willian Garne play for?	2527	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the territory of the conflict whose commander is Feng Zicai?	2533	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Where did Andy Wyant die and Robert Rodi was born in?	2535	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
For which band did Dave Hollister perform in the past?	2540	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Name the notable commanders of Army Group Oberrhein ?	2550	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
What is the relegious affiliations of Katyayana ?	2551	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
In which mountain range does the Rochers De Naye lie?	2552	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Murray Gold has composed music for how many things?	2553	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
List the name of those who became famous for something garrisoned at Tennessee?	2555	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Who was the cover artist of The Adventure of Tom Sawyer and also wrote mark Twain Tonight?	2558	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which battles were fought under the president when Chung Won Shik was the prime minister?	2563	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Which are the automobile platform whose one of the automobile platform is Dodge ?	2565	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
How many molluscs are there whose families are Buccinidae and Buccinoidea?	2567	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
Was Mark Twain a character of Mark Twain Tonight?	2570	0	./output/qald9/f1_col_cuttoff/results/checkpoint-400/
